Date_start,Date_end,zodiac,key
1954-11-22,1954-12-21,Sagittarius,0
1954-12-22,1954-01-19,Capricorn,0
1954-01-20,1954-02-18,Aquarius,0
1954-02-19,1954-03-20,Pisces,0
1955-03-19,1955-04-20,Aries,0
1955-04-21,1955-05-20,Taurus,0
1955-05-21,1955-06-20,Gemini,0
1955-06-21,1955-07-22,Cancer,0
1955-07-23,1955-08-22,Leo,0
1955-08-23,1955-09-22,Virgo,0
1955-09-23,1955-10-22,Libra,0
1955-10-23,1955-11-21,Scorpio,0
1955-11-22,1955-12-21,Sagittarius,0
1955-12-22,1955-01-19,Capricorn,0
1955-01-20,1955-02-18,Aquarius,0
1955-02-19,1955-03-20,Pisces,0
1956-03-19,1956-04-20,Aries,0
1956-04-21,1956-05-20,Taurus,0
1956-05-21,1956-06-20,Gemini,0
1956-06-21,1956-07-22,Cancer,0
1956-07-23,1956-08-22,Leo,0
1956-08-23,1956-09-22,Virgo,0
1956-09-23,1956-10-22,Libra,0
1956-10-23,1956-11-21,Scorpio,0
1956-11-22,1956-12-21,Sagittarius,0
1956-12-22,1956-01-19,Capricorn,0
1956-01-20,1956-02-18,Aquarius,0
1956-02-19,1956-03-20,Pisces,0
1957-03-19,1957-04-20,Aries,0
1957-04-21,1957-05-20,Taurus,0
1957-05-21,1957-06-20,Gemini,0
1957-06-21,1957-07-22,Cancer,0
1957-07-23,1957-08-22,Leo,0
1957-08-23,1957-09-22,Virgo,0
1957-09-23,1957-10-22,Libra,0
1957-10-23,1957-11-21,Scorpio,0
1957-11-22,1957-12-21,Sagittarius,0
1957-12-22,1957-01-19,Capricorn,0
1957-01-20,1957-02-18,Aquarius,0
1957-02-19,1957-03-20,Pisces,0
1958-03-19,1958-04-20,Aries,0
1958-04-21,1958-05-20,Taurus,0
1958-05-21,1958-06-20,Gemini,0
1958-06-21,1958-07-22,Cancer,0
1958-07-23,1958-08-22,Leo,0
1958-08-23,1958-09-22,Virgo,0
1958-09-23,1958-10-22,Libra,0
1958-10-23,1958-11-21,Scorpio,0
1958-11-22,1958-12-21,Sagittarius,0
1958-12-22,1958-01-19,Capricorn,0
1958-01-20,1958-02-18,Aquarius,0
1958-02-19,1958-03-20,Pisces,0
1959-03-19,1959-04-20,Aries,0
1959-04-21,1959-05-20,Taurus,0
1959-05-21,1959-06-20,Gemini,0
1959-06-21,1959-07-22,Cancer,0
1959-07-23,1959-08-22,Leo,0
1959-08-23,1959-09-22,Virgo,0
1959-09-23,1959-10-22,Libra,0
1959-10-23,1959-11-21,Scorpio,0
1959-11-22,1959-12-21,Sagittarius,0
1959-12-22,1959-01-19,Capricorn,0
1959-01-20,1959-02-18,Aquarius,0
1959-02-19,1959-03-20,Pisces,0
1960-03-19,1960-04-20,Aries,0
1960-04-21,1960-05-20,Taurus,0
1960-05-21,1960-06-20,Gemini,0
1960-06-21,1960-07-22,Cancer,0
1960-07-23,1960-08-22,Leo,0
1960-08-23,1960-09-22,Virgo,0
1960-09-23,1960-10-22,Libra,0
1960-10-23,1960-11-21,Scorpio,0
1960-11-22,1960-12-21,Sagittarius,0
1960-12-22,1960-01-19,Capricorn,0
1960-01-20,1960-02-18,Aquarius,0
1960-02-19,1960-03-20,Pisces,0
1961-03-19,1961-04-20,Aries,0
1961-04-21,1961-05-20,Taurus,0
1961-05-21,1961-06-20,Gemini,0
1961-06-21,1961-07-22,Cancer,0
1961-07-23,1961-08-22,Leo,0
1961-08-23,1961-09-22,Virgo,0
1961-09-23,1961-10-22,Libra,0
1961-10-23,1961-11-21,Scorpio,0
1961-11-22,1961-12-21,Sagittarius,0
1961-12-22,1961-01-19,Capricorn,0
1961-01-20,1961-02-18,Aquarius,0
1961-02-19,1961-03-20,Pisces,0
1962-03-19,1962-04-20,Aries,0
1962-04-21,1962-05-20,Taurus,0
1962-05-21,1962-06-20,Gemini,0
1962-06-21,1962-07-22,Cancer,0
1962-07-23,1962-08-22,Leo,0
1962-08-23,1962-09-22,Virgo,0
1962-09-23,1962-10-22,Libra,0
1962-10-23,1962-11-21,Scorpio,0
1962-11-22,1962-12-21,Sagittarius,0
1962-12-22,1962-01-19,Capricorn,0
1962-01-20,1962-02-18,Aquarius,0
1962-02-19,1962-03-20,Pisces,0
1963-03-19,1963-04-20,Aries,0
1963-04-21,1963-05-20,Taurus,0
1963-05-21,1963-06-20,Gemini,0
1963-06-21,1963-07-22,Cancer,0
1963-07-23,1963-08-22,Leo,0
1963-08-23,1963-09-22,Virgo,0
1963-09-23,1963-10-22,Libra,0
1963-10-23,1963-11-21,Scorpio,0
1963-11-22,1963-12-21,Sagittarius,0
1963-12-22,1963-01-19,Capricorn,0
1963-01-20,1963-02-18,Aquarius,0
1963-02-19,1963-03-20,Pisces,0
1964-03-19,1964-04-20,Aries,0
1964-04-21,1964-05-20,Taurus,0
1964-05-21,1964-06-20,Gemini,0
1964-06-21,1964-07-22,Cancer,0
1964-07-23,1964-08-22,Leo,0
1964-08-23,1964-09-22,Virgo,0
1964-09-23,1964-10-22,Libra,0
1964-10-23,1964-11-21,Scorpio,0
1964-11-22,1964-12-21,Sagittarius,0
1964-12-22,1964-01-19,Capricorn,0
1964-01-20,1964-02-18,Aquarius,0
1964-02-19,1964-03-20,Pisces,0
1965-03-19,1965-04-20,Aries,0
1965-04-21,1965-05-20,Taurus,0
1965-05-21,1965-06-20,Gemini,0
1965-06-21,1965-07-22,Cancer,0
1965-07-23,1965-08-22,Leo,0
1965-08-23,1965-09-22,Virgo,0
1965-09-23,1965-10-22,Libra,0
1965-10-23,1965-11-21,Scorpio,0
1965-11-22,1965-12-21,Sagittarius,0
1965-12-22,1965-01-19,Capricorn,0
1965-01-20,1965-02-18,Aquarius,0
1965-02-19,1965-03-20,Pisces,0
1966-03-19,1966-04-20,Aries,0
1966-04-21,1966-05-20,Taurus,0
1966-05-21,1966-06-20,Gemini,0
1966-06-21,1966-07-22,Cancer,0
1966-07-23,1966-08-22,Leo,0
1966-08-23,1966-09-22,Virgo,0
1966-09-23,1966-10-22,Libra,0
1966-10-23,1966-11-21,Scorpio,0
1966-11-22,1966-12-21,Sagittarius,0
1966-12-22,1966-01-19,Capricorn,0
1966-01-20,1966-02-18,Aquarius,0
1966-02-19,1966-03-20,Pisces,0
1967-03-19,1967-04-20,Aries,0
1967-04-21,1967-05-20,Taurus,0
1967-05-21,1967-06-20,Gemini,0
1967-06-21,1967-07-22,Cancer,0
1967-07-23,1967-08-22,Leo,0
1967-08-23,1967-09-22,Virgo,0
1967-09-23,1967-10-22,Libra,0
1967-10-23,1967-11-21,Scorpio,0
1967-11-22,1967-12-21,Sagittarius,0
1967-12-22,1967-01-19,Capricorn,0
1967-01-20,1967-02-18,Aquarius,0
1967-02-19,1967-03-20,Pisces,0
1968-03-19,1968-04-20,Aries,0
1968-04-21,1968-05-20,Taurus,0
1968-05-21,1968-06-20,Gemini,0
1968-06-21,1968-07-22,Cancer,0
1968-07-23,1968-08-22,Leo,0
1968-08-23,1968-09-22,Virgo,0
1968-09-23,1968-10-22,Libra,0
1968-10-23,1968-11-21,Scorpio,0
1968-11-22,1968-12-21,Sagittarius,0
1968-12-22,1968-01-19,Capricorn,0
1968-01-20,1968-02-18,Aquarius,0
1968-02-19,1968-03-20,Pisces,0
1969-03-19,1969-04-20,Aries,0
1969-04-21,1969-05-20,Taurus,0
1969-05-21,1969-06-20,Gemini,0
1969-06-21,1969-07-22,Cancer,0
1969-07-23,1969-08-22,Leo,0
1969-08-23,1969-09-22,Virgo,0
1969-09-23,1969-10-22,Libra,0
1969-10-23,1969-11-21,Scorpio,0
1969-11-22,1969-12-21,Sagittarius,0
1969-12-22,1969-01-19,Capricorn,0
1969-01-20,1969-02-18,Aquarius,0
1969-02-19,1969-03-20,Pisces,0
1970-03-19,1970-04-20,Aries,0
1970-04-21,1970-05-20,Taurus,0
1970-05-21,1970-06-20,Gemini,0
1970-06-21,1970-07-22,Cancer,0
1970-07-23,1970-08-22,Leo,0
1970-08-23,1970-09-22,Virgo,0
1970-09-23,1970-10-22,Libra,0
1970-10-23,1970-11-21,Scorpio,0
1970-11-22,1970-12-21,Sagittarius,0
1970-12-22,1970-01-19,Capricorn,0
1970-01-20,1970-02-18,Aquarius,0
1970-02-19,1970-03-20,Pisces,0
1971-03-19,1971-04-20,Aries,0
1971-04-21,1971-05-20,Taurus,0
1971-05-21,1971-06-20,Gemini,0
1971-06-21,1971-07-22,Cancer,0
1971-07-23,1971-08-22,Leo,0
1971-08-23,1971-09-22,Virgo,0
1971-09-23,1971-10-22,Libra,0
1971-10-23,1971-11-21,Scorpio,0
1971-11-22,1971-12-21,Sagittarius,0
1971-12-22,1971-01-19,Capricorn,0
1971-01-20,1971-02-18,Aquarius,0
1971-02-19,1971-03-20,Pisces,0
1972-03-19,1972-04-20,Aries,0
1972-04-21,1972-05-20,Taurus,0
1972-05-21,1972-06-20,Gemini,0
1972-06-21,1972-07-22,Cancer,0
1972-07-23,1972-08-22,Leo,0
1972-08-23,1972-09-22,Virgo,0
1972-09-23,1972-10-22,Libra,0
1972-10-23,1972-11-21,Scorpio,0
1972-11-22,1972-12-21,Sagittarius,0
1972-12-22,1972-01-19,Capricorn,0
1972-01-20,1972-02-18,Aquarius,0
1972-02-19,1972-03-20,Pisces,0
1973-03-19,1973-04-20,Aries,0
1973-04-21,1973-05-20,Taurus,0
1973-05-21,1973-06-20,Gemini,0
1973-06-21,1973-07-22,Cancer,0
1973-07-23,1973-08-22,Leo,0
1973-08-23,1973-09-22,Virgo,0
1973-09-23,1973-10-22,Libra,0
1973-10-23,1973-11-21,Scorpio,0
1973-11-22,1973-12-21,Sagittarius,0
1973-12-22,1973-01-19,Capricorn,0
1973-01-20,1973-02-18,Aquarius,0
1973-02-19,1973-03-20,Pisces,0
1974-03-19,1974-04-20,Aries,0
1974-04-21,1974-05-20,Taurus,0
1974-05-21,1974-06-20,Gemini,0
1974-06-21,1974-07-22,Cancer,0
1974-07-23,1974-08-22,Leo,0
1974-08-23,1974-09-22,Virgo,0
1974-09-23,1974-10-22,Libra,0
1974-10-23,1974-11-21,Scorpio,0
1974-11-22,1974-12-21,Sagittarius,0
1974-12-22,1974-01-19,Capricorn,0
1974-01-20,1974-02-18,Aquarius,0
1974-02-19,1974-03-20,Pisces,0
1975-03-19,1975-04-20,Aries,0
1975-04-21,1975-05-20,Taurus,0
1975-05-21,1975-06-20,Gemini,0
1975-06-21,1975-07-22,Cancer,0
1975-07-23,1975-08-22,Leo,0
1975-08-23,1975-09-22,Virgo,0
1975-09-23,1975-10-22,Libra,0
1975-10-23,1975-11-21,Scorpio,0
1975-11-22,1975-12-21,Sagittarius,0
1975-12-22,1975-01-19,Capricorn,0
1975-01-20,1975-02-18,Aquarius,0
1975-02-19,1975-03-20,Pisces,0
1976-03-19,1976-04-20,Aries,0
1976-04-21,1976-05-20,Taurus,0
1976-05-21,1976-06-20,Gemini,0
1976-06-21,1976-07-22,Cancer,0
1976-07-23,1976-08-22,Leo,0
1976-08-23,1976-09-22,Virgo,0
1976-09-23,1976-10-22,Libra,0
1976-10-23,1976-11-21,Scorpio,0
1976-11-22,1976-12-21,Sagittarius,0
1976-12-22,1976-01-19,Capricorn,0
1976-01-20,1976-02-18,Aquarius,0
1976-02-19,1976-03-20,Pisces,0
1977-03-19,1977-04-20,Aries,0
1977-04-21,1977-05-20,Taurus,0
1977-05-21,1977-06-20,Gemini,0
1977-06-21,1977-07-22,Cancer,0
1977-07-23,1977-08-22,Leo,0
1977-08-23,1977-09-22,Virgo,0
1977-09-23,1977-10-22,Libra,0
1977-10-23,1977-11-21,Scorpio,0
1977-11-22,1977-12-21,Sagittarius,0
1977-12-22,1977-01-19,Capricorn,0
1977-01-20,1977-02-18,Aquarius,0
1977-02-19,1977-03-20,Pisces,0
1978-03-19,1978-04-20,Aries,0
1978-04-21,1978-05-20,Taurus,0
1978-05-21,1978-06-20,Gemini,0
1978-06-21,1978-07-22,Cancer,0
1978-07-23,1978-08-22,Leo,0
1978-08-23,1978-09-22,Virgo,0
1978-09-23,1978-10-22,Libra,0
1978-10-23,1978-11-21,Scorpio,0
1978-11-22,1978-12-21,Sagittarius,0
1978-12-22,1978-01-19,Capricorn,0
1978-01-20,1978-02-18,Aquarius,0
1978-02-19,1978-03-20,Pisces,0
1979-03-19,1979-04-20,Aries,0
1979-04-21,1979-05-20,Taurus,0
1979-05-21,1979-06-20,Gemini,0
1979-06-21,1979-07-22,Cancer,0
1979-07-23,1979-08-22,Leo,0
1979-08-23,1979-09-22,Virgo,0
1979-09-23,1979-10-22,Libra,0
1979-10-23,1979-11-21,Scorpio,0
1979-11-22,1979-12-21,Sagittarius,0
1979-12-22,1979-01-19,Capricorn,0
1979-01-20,1979-02-18,Aquarius,0
1979-02-19,1979-03-20,Pisces,0
1980-03-19,1980-04-20,Aries,0
1980-04-21,1980-05-20,Taurus,0
1980-05-21,1980-06-20,Gemini,0
1980-06-21,1980-07-22,Cancer,0
1980-07-23,1980-08-22,Leo,0
1980-08-23,1980-09-22,Virgo,0
1980-09-23,1980-10-22,Libra,0
1980-10-23,1980-11-21,Scorpio,0
1980-11-22,1980-12-21,Sagittarius,0
1980-12-22,1980-01-19,Capricorn,0
1980-01-20,1980-02-18,Aquarius,0
1980-02-19,1980-03-20,Pisces,0
1981-03-19,1981-04-20,Aries,0
1981-04-21,1981-05-20,Taurus,0
1981-05-21,1981-06-20,Gemini,0
1981-06-21,1981-07-22,Cancer,0
1981-07-23,1981-08-22,Leo,0
1981-08-23,1981-09-22,Virgo,0
1981-09-23,1981-10-22,Libra,0
1981-10-23,1981-11-21,Scorpio,0
1981-11-22,1981-12-21,Sagittarius,0
1981-12-22,1981-01-19,Capricorn,0
1981-01-20,1981-02-18,Aquarius,0
1981-02-19,1981-03-20,Pisces,0
1982-03-19,1982-04-20,Aries,0
1982-04-21,1982-05-20,Taurus,0
1982-05-21,1982-06-20,Gemini,0
1982-06-21,1982-07-22,Cancer,0
1982-07-23,1982-08-22,Leo,0
1982-08-23,1982-09-22,Virgo,0
1982-09-23,1982-10-22,Libra,0
1982-10-23,1982-11-21,Scorpio,0
1982-11-22,1982-12-21,Sagittarius,0
1982-12-22,1982-01-19,Capricorn,0
1982-01-20,1982-02-18,Aquarius,0
1982-02-19,1982-03-20,Pisces,0
1983-03-19,1983-04-20,Aries,0
1983-04-21,1983-05-20,Taurus,0
1983-05-21,1983-06-20,Gemini,0
1983-06-21,1983-07-22,Cancer,0
1983-07-23,1983-08-22,Leo,0
1983-08-23,1983-09-22,Virgo,0
1983-09-23,1983-10-22,Libra,0
1983-10-23,1983-11-21,Scorpio,0
1983-11-22,1983-12-21,Sagittarius,0
1983-12-22,1983-01-19,Capricorn,0
1983-01-20,1983-02-18,Aquarius,0
1983-02-19,1983-03-20,Pisces,0
1984-03-19,1984-04-20,Aries,0
1984-04-21,1984-05-20,Taurus,0
1984-05-21,1984-06-20,Gemini,0
1984-06-21,1984-07-22,Cancer,0
1984-07-23,1984-08-22,Leo,0
1984-08-23,1984-09-22,Virgo,0
1984-09-23,1984-10-22,Libra,0
1984-10-23,1984-11-21,Scorpio,0
1984-11-22,1984-12-21,Sagittarius,0
1984-12-22,1984-01-19,Capricorn,0
1984-01-20,1984-02-18,Aquarius,0
1984-02-19,1984-03-20,Pisces,0
1985-03-19,1985-04-20,Aries,0
1985-04-21,1985-05-20,Taurus,0
1985-05-21,1985-06-20,Gemini,0
1985-06-21,1985-07-22,Cancer,0
1985-07-23,1985-08-22,Leo,0
1985-08-23,1985-09-22,Virgo,0
1985-09-23,1985-10-22,Libra,0
1985-10-23,1985-11-21,Scorpio,0
1985-11-22,1985-12-21,Sagittarius,0
1985-12-22,1985-01-19,Capricorn,0
1985-01-20,1985-02-18,Aquarius,0
1985-02-19,1985-03-20,Pisces,0
1986-03-19,1986-04-20,Aries,0
1986-04-21,1986-05-20,Taurus,0
1986-05-21,1986-06-20,Gemini,0
1986-06-21,1986-07-22,Cancer,0
1986-07-23,1986-08-22,Leo,0
1986-08-23,1986-09-22,Virgo,0
1986-09-23,1986-10-22,Libra,0
1986-10-23,1986-11-21,Scorpio,0
1986-11-22,1986-12-21,Sagittarius,0
1986-12-22,1986-01-19,Capricorn,0
1986-01-20,1986-02-18,Aquarius,0
1986-02-19,1986-03-20,Pisces,0
1987-03-19,1987-04-20,Aries,0
1987-04-21,1987-05-20,Taurus,0
1987-05-21,1987-06-20,Gemini,0
1987-06-21,1987-07-22,Cancer,0
1987-07-23,1987-08-22,Leo,0
1987-08-23,1987-09-22,Virgo,0
1987-09-23,1987-10-22,Libra,0
1987-10-23,1987-11-21,Scorpio,0
1987-11-22,1987-12-21,Sagittarius,0
1987-12-22,1987-01-19,Capricorn,0
1987-01-20,1987-02-18,Aquarius,0
1987-02-19,1987-03-20,Pisces,0
1988-03-19,1988-04-20,Aries,0
1988-04-21,1988-05-20,Taurus,0
1988-05-21,1988-06-20,Gemini,0
1988-06-21,1988-07-22,Cancer,0
1988-07-23,1988-08-22,Leo,0
1988-08-23,1988-09-22,Virgo,0
1988-09-23,1988-10-22,Libra,0
1988-10-23,1988-11-21,Scorpio,0
1988-11-22,1988-12-21,Sagittarius,0
1988-12-22,1988-01-19,Capricorn,0
1988-01-20,1988-02-18,Aquarius,0
1988-02-19,1988-03-20,Pisces,0
1989-03-19,1989-04-20,Aries,0
1989-04-21,1989-05-20,Taurus,0
1989-05-21,1989-06-20,Gemini,0
1989-06-21,1989-07-22,Cancer,0
1989-07-23,1989-08-22,Leo,0
1989-08-23,1989-09-22,Virgo,0
1989-09-23,1989-10-22,Libra,0
1989-10-23,1989-11-21,Scorpio,0
1989-11-22,1989-12-21,Sagittarius,0
1989-12-22,1989-01-19,Capricorn,0
1989-01-20,1989-02-18,Aquarius,0
1989-02-19,1989-03-20,Pisces,0
1990-03-19,1990-04-20,Aries,0
1990-04-21,1990-05-20,Taurus,0
1990-05-21,1990-06-20,Gemini,0
1990-06-21,1990-07-22,Cancer,0
1990-07-23,1990-08-22,Leo,0
1990-08-23,1990-09-22,Virgo,0
1990-09-23,1990-10-22,Libra,0
1990-10-23,1990-11-21,Scorpio,0
1990-11-22,1990-12-21,Sagittarius,0
1990-12-22,1990-01-19,Capricorn,0
1990-01-20,1990-02-18,Aquarius,0
1990-02-19,1990-03-20,Pisces,0
1991-03-19,1991-04-20,Aries,0
1991-04-21,1991-05-20,Taurus,0
1991-05-21,1991-06-20,Gemini,0
1991-06-21,1991-07-22,Cancer,0
1991-07-23,1991-08-22,Leo,0
1991-08-23,1991-09-22,Virgo,0
1991-09-23,1991-10-22,Libra,0
1991-10-23,1991-11-21,Scorpio,0
1991-11-22,1991-12-21,Sagittarius,0
1991-12-22,1991-01-19,Capricorn,0
1991-01-20,1991-02-18,Aquarius,0
1991-02-19,1991-03-20,Pisces,0
1992-03-19,1992-04-20,Aries,0
1992-04-21,1992-05-20,Taurus,0
1992-05-21,1992-06-20,Gemini,0
1992-06-21,1992-07-22,Cancer,0
1992-07-23,1992-08-22,Leo,0
1992-08-23,1992-09-22,Virgo,0
1992-09-23,1992-10-22,Libra,0
1992-10-23,1992-11-21,Scorpio,0
1992-11-22,1992-12-21,Sagittarius,0
1992-12-22,1992-01-19,Capricorn,0
1992-01-20,1992-02-18,Aquarius,0
1992-02-19,1992-03-20,Pisces,0
1993-03-19,1993-04-20,Aries,0
1993-04-21,1993-05-20,Taurus,0
1993-05-21,1993-06-20,Gemini,0
1993-06-21,1993-07-22,Cancer,0
1993-07-23,1993-08-22,Leo,0
1993-08-23,1993-09-22,Virgo,0
1993-09-23,1993-10-22,Libra,0
1993-10-23,1993-11-21,Scorpio,0
1993-11-22,1993-12-21,Sagittarius,0
1993-12-22,1993-01-19,Capricorn,0
1993-01-20,1993-02-18,Aquarius,0
1993-02-19,1993-03-20,Pisces,0
1994-03-19,1994-04-20,Aries,0
1994-04-21,1994-05-20,Taurus,0
1994-05-21,1994-06-20,Gemini,0
1994-06-21,1994-07-22,Cancer,0
1994-07-23,1994-08-22,Leo,0
1994-08-23,1994-09-22,Virgo,0
1994-09-23,1994-10-22,Libra,0
1994-10-23,1994-11-21,Scorpio,0
1994-11-22,1994-12-21,Sagittarius,0
1994-12-22,1994-01-19,Capricorn,0
1994-01-20,1994-02-18,Aquarius,0
1994-02-19,1994-03-20,Pisces,0
1995-03-19,1995-04-20,Aries,0
1995-04-21,1995-05-20,Taurus,0
1995-05-21,1995-06-20,Gemini,0
1995-06-21,1995-07-22,Cancer,0
1995-07-23,1995-08-22,Leo,0
1995-08-23,1995-09-22,Virgo,0
1995-09-23,1995-10-22,Libra,0
1995-10-23,1995-11-21,Scorpio,0
1995-11-22,1995-12-21,Sagittarius,0
1995-12-22,1995-01-19,Capricorn,0
1995-01-20,1995-02-18,Aquarius,0
1995-02-19,1995-03-20,Pisces,0
1996-03-19,1996-04-20,Aries,0
1996-04-21,1996-05-20,Taurus,0
1996-05-21,1996-06-20,Gemini,0
1996-06-21,1996-07-22,Cancer,0
1996-07-23,1996-08-22,Leo,0
1996-08-23,1996-09-22,Virgo,0
1996-09-23,1996-10-22,Libra,0
1996-10-23,1996-11-21,Scorpio,0
1996-11-22,1996-12-21,Sagittarius,0
1996-12-22,1996-01-19,Capricorn,0
1996-01-20,1996-02-18,Aquarius,0
1996-02-19,1996-03-20,Pisces,0
1997-03-19,1997-04-20,Aries,0
1997-04-21,1997-05-20,Taurus,0
1997-05-21,1997-06-20,Gemini,0
1997-06-21,1997-07-22,Cancer,0
1997-07-23,1997-08-22,Leo,0
1997-08-23,1997-09-22,Virgo,0
1997-09-23,1997-10-22,Libra,0
1997-10-23,1997-11-21,Scorpio,0
1997-11-22,1997-12-21,Sagittarius,0
1997-12-22,1997-01-19,Capricorn,0
1997-01-20,1997-02-18,Aquarius,0
1997-02-19,1997-03-20,Pisces,0
1998-03-19,1998-04-20,Aries,0
1998-04-21,1998-05-20,Taurus,0
1998-05-21,1998-06-20,Gemini,0
1998-06-21,1998-07-22,Cancer,0
1998-07-23,1998-08-22,Leo,0
1998-08-23,1998-09-22,Virgo,0
1998-09-23,1998-10-22,Libra,0
1998-10-23,1998-11-21,Scorpio,0
1998-11-22,1998-12-21,Sagittarius,0
1998-12-22,1998-01-19,Capricorn,0
1998-01-20,1998-02-18,Aquarius,0
1998-02-19,1998-03-20,Pisces,0
1999-03-19,1999-04-20,Aries,0
1999-04-21,1999-05-20,Taurus,0
1999-05-21,1999-06-20,Gemini,0
1999-06-21,1999-07-22,Cancer,0
1999-07-23,1999-08-22,Leo,0
1999-08-23,1999-09-22,Virgo,0
1999-09-23,1999-10-22,Libra,0
1999-10-23,1999-11-21,Scorpio,0
1999-11-22,1999-12-21,Sagittarius,0
1999-12-22,1999-01-19,Capricorn,0
1999-01-20,1999-02-18,Aquarius,0
1999-02-19,1999-03-20,Pisces,0
2000-03-19,2000-04-20,Aries,0
2000-04-21,2000-05-20,Taurus,0
2000-05-21,2000-06-20,Gemini,0
2000-06-21,2000-07-22,Cancer,0
2000-07-23,2000-08-22,Leo,0
2000-08-23,2000-09-22,Virgo,0
2000-09-23,2000-10-22,Libra,0
2000-10-23,2000-11-21,Scorpio,0
2000-11-22,2000-12-21,Sagittarius,0
2000-12-22,2000-01-19,Capricorn,0
2000-01-20,2000-02-18,Aquarius,0
2000-02-19,2000-03-20,Pisces,0
2001-03-19,2001-04-20,Aries,0
2001-04-21,2001-05-20,Taurus,0
2001-05-21,2001-06-20,Gemini,0
2001-06-21,2001-07-22,Cancer,0
2001-07-23,2001-08-22,Leo,0
2001-08-23,2001-09-22,Virgo,0
2001-09-23,2001-10-22,Libra,0
2001-10-23,2001-11-21,Scorpio,0
2001-11-22,2001-12-21,Sagittarius,0
2001-12-22,2001-01-19,Capricorn,0
2001-01-20,2001-02-18,Aquarius,0
2001-02-19,2001-03-20,Pisces,0
2002-03-19,2002-04-20,Aries,0
2002-04-21,2002-05-20,Taurus,0
2002-05-21,2002-06-20,Gemini,0
2002-06-21,2002-07-22,Cancer,0
2002-07-23,2002-08-22,Leo,0
2002-08-23,2002-09-22,Virgo,0
2002-09-23,2002-10-22,Libra,0
2002-10-23,2002-11-21,Scorpio,0
2002-11-22,2002-12-21,Sagittarius,0
2002-12-22,2002-01-19,Capricorn,0
2002-01-20,2002-02-18,Aquarius,0
2002-02-19,2002-03-20,Pisces,0
2003-03-19,2003-04-20,Aries,0
2003-04-21,2003-05-20,Taurus,0
2003-05-21,2003-06-20,Gemini,0
2003-06-21,2003-07-22,Cancer,0
2003-07-23,2003-08-22,Leo,0
2003-08-23,2003-09-22,Virgo,0
2003-09-23,2003-10-22,Libra,0
2003-10-23,2003-11-21,Scorpio,0
2003-11-22,2003-12-21,Sagittarius,0
2003-12-22,2003-01-19,Capricorn,0
2003-01-20,2003-02-18,Aquarius,0
2003-02-19,2003-03-20,Pisces,0
2004-03-19,2004-04-20,Aries,0
2004-04-21,2004-05-20,Taurus,0
2004-05-21,2004-06-20,Gemini,0
2004-06-21,2004-07-22,Cancer,0
2004-07-23,2004-08-22,Leo,0
2004-08-23,2004-09-22,Virgo,0
2004-09-23,2004-10-22,Libra,0
2004-10-23,2004-11-21,Scorpio,0
2004-11-22,2004-12-21,Sagittarius,0
2004-12-22,2004-01-19,Capricorn,0
2004-01-20,2004-02-18,Aquarius,0
2004-02-19,2004-03-20,Pisces,0
2005-03-19,2005-04-20,Aries,0
2005-04-21,2005-05-20,Taurus,0
2005-05-21,2005-06-20,Gemini,0
2005-06-21,2005-07-22,Cancer,0
2005-07-23,2005-08-22,Leo,0
2005-08-23,2005-09-22,Virgo,0
2005-09-23,2005-10-22,Libra,0
2005-10-23,2005-11-21,Scorpio,0
2005-11-22,2005-12-21,Sagittarius,0
2005-12-22,2005-01-19,Capricorn,0
2005-01-20,2005-02-18,Aquarius,0
2005-02-19,2005-03-20,Pisces,0
2006-03-19,2006-04-20,Aries,0
2006-04-21,2006-05-20,Taurus,0
2006-05-21,2006-06-20,Gemini,0
2006-06-21,2006-07-22,Cancer,0
2006-07-23,2006-08-22,Leo,0
2006-08-23,2006-09-22,Virgo,0
2006-09-23,2006-10-22,Libra,0
2006-10-23,2006-11-21,Scorpio,0
2006-11-22,2006-12-21,Sagittarius,0
2006-12-22,2006-01-19,Capricorn,0
2006-01-20,2006-02-18,Aquarius,0
2006-02-19,2006-03-20,Pisces,0
2007-03-19,2007-04-20,Aries,0
2007-04-21,2007-05-20,Taurus,0
2007-05-21,2007-06-20,Gemini,0
2007-06-21,2007-07-22,Cancer,0
2007-07-23,2007-08-22,Leo,0
2007-08-23,2007-09-22,Virgo,0
2007-09-23,2007-10-22,Libra,0
2007-10-23,2007-11-21,Scorpio,0
2007-11-22,2007-12-21,Sagittarius,0
2007-12-22,2007-01-19,Capricorn,0
2007-01-20,2007-02-18,Aquarius,0
2007-02-19,2007-03-20,Pisces,0
2008-03-19,2008-04-20,Aries,0
2008-04-21,2008-05-20,Taurus,0
2008-05-21,2008-06-20,Gemini,0
2008-06-21,2008-07-22,Cancer,0
2008-07-23,2008-08-22,Leo,0
2008-08-23,2008-09-22,Virgo,0
2008-09-23,2008-10-22,Libra,0
2008-10-23,2008-11-21,Scorpio,0
2008-11-22,2008-12-21,Sagittarius,0
2008-12-22,2008-01-19,Capricorn,0
2008-01-20,2008-02-18,Aquarius,0
2008-02-19,2008-03-20,Pisces,0
2009-03-19,2009-04-20,Aries,0
2009-04-21,2009-05-20,Taurus,0
2009-05-21,2009-06-20,Gemini,0
2009-06-21,2009-07-22,Cancer,0
2009-07-23,2009-08-22,Leo,0
2009-08-23,2009-09-22,Virgo,0
2009-09-23,2009-10-22,Libra,0
2009-10-23,2009-11-21,Scorpio,0
